id,status,residence,work
39943,4,104,166
39948,1,84,147
39956,1,86,100
39969,7,144,0
39971,6,85,279
39992,6,85,0
39994,1,202,283
40001,7,103,0
40003,4,144,166
40020,6,104,0
40022,6,85,216
40025,1,104,539
40028,7,85,0
40030,1,61,145
40035,6,85,508
40082,7,105,0
40103,99,104,0
40106,6,103,127
40112,7,31,0
40141,1,140,352
40176,6,49,0
40195,1,16,169
40206,1,103,184
40215,6,61,0
40219,7,126,0
40226,7,52,0
40229,7,3,0
40231,6,85,0
40234,7,125,0
40245,6,126,217
40250,7,104,0
40255,6,25,323
40266,1,10,196
40269,7,59,0
40270,1,5,75
40286,7,27,0
40294,6,103,0
40299,1,202,295
40306,1,203,173
40344,1,50,163
40352,1,104,305
40358,1,126,276
40382,1,125,253
40387,1,125,60
40389,6,125,0
40390,6,105,467
40391,1,85,243
40414,1,101,182
40424,4,63,388
40425,6,103,0
40426,6,104,0
40451,1,1,99
40469,6,104,0
40478,1,16,295
40480,1,228,300
40481,99,85,0
40488,1,45,146
40499,1,105,468
40500,1,61,590
40503,1,125,274
40585,7,105,0
40587,7,202,0
40601,6,125,488
40608,7,85,0
40609,1,125,146
40611,1,125,378
40625,6,33,105
40628,1,9,42
40631,1,126,309
40635,1,85,566
40637,1,124,400
40652,6,33,164
40666,1,26,297
40677,6,104,0
40685,6,124,251
40691,7,25,0
40706,1,126,99
40744,4,103,166
40761,1,179,410
40766,7,20,0
40767,1,124,148
40773,1,104,28
40776,1,124,581
40782,7,17,0
40806,1,27,4
40807,1,104,595
40808,6,103,182
40820,1,125,555
40836,6,32,0
40844,7,63,0
40854,6,179,0
40863,6,202,381
40878,7,85,0
40880,1,105,144
40881,6,125,177
40883,6,87,85
40892,1,16,541
40897,6,61,252
40908,1,104,532
40931,4,104,166
40935,7,49,0
40953,6,125,0
40964,7,85,0
40970,6,15,359
40977,1,105,187
40979,7,33,0
40985,1,107,402
40991,6,47,0
40993,6,104,176
41025,1,228,263
41026,6,125,0
41051,6,125,0
41052,1,104,421
41055,7,144,0
41075,7,104,0
41084,6,144,370
41093,1,126,108
41099,6,85,389
41108,7,125,0
41114,1,85,450
41115,6,126,0
41124,1,125,95
41126,7,21,0
41131,6,124,532
41133,6,126,169
41139,6,104,301
41180,1,85,67
41190,6,85,0
41194,99,126,0
41216,99,104,0
41222,99,144,0
41226,7,103,0
41228,4,124,166
41238,1,144,134
41243,7,160,0
41263,7,104,0
41272,7,103,0
41279,1,102,398
41295,1,126,128
41299,1,103,251
41301,1,8,327
41318,1,104,128
41342,1,103,146
41369,6,126,337
41377,99,85,0
41401,6,85,9
41424,1,126,217
41433,1,52,478
41444,6,27,205
41448,6,103,569
41453,6,126,242
41463,1,126,408
41464,6,124,369
41468,6,103,169
41469,6,105,528
41480,1,22,56
41498,6,126,103
41502,1,202,156
41509,6,104,0
41531,1,104,198
41539,6,83,51
41544,1,125,127
41560,7,125,0
41563,1,203,199
41574,1,125,353
41583,1,39,320
41586,1,202,6
41588,7,125,0
41607,6,160,93
41627,1,105,398
41643,1,104,50
41648,7,16,0
41666,1,103,381
41693,1,144,161
41701,1,125,298
41705,7,124,0
41714,6,39,381
41715,7,144,0
41717,4,85,166
41738,6,103,127
41779,6,7,145
41781,6,85,589
41796,1,178,367
41797,1,126,250
41803,7,85,0
41835,7,144,0
41836,1,122,126
41839,7,16,0
41841,1,59,297
41842,1,83,420
41851,6,124,251
41855,6,124,365
41857,1,124,230
41860,6,105,428
41865,7,103,0
41874,6,103,274
41876,1,125,164
41887,4,38,166
41903,1,125,275
41927,1,125,110
41940,1,49,275
41943,6,103,42
41955,7,103,0
41968,6,27,0
41971,1,125,251
41984,99,124,0
41990,1,140,273
41999,7,104,0
42016,1,59,143
42020,1,85,163
42039,1,20,205
42046,1,125,242
42055,7,80,0
42058,1,125,143
42075,1,85,517
42084,99,103,0
42087,7,125,0
42112,6,101,156
42117,6,103,114
42123,7,46,0
42132,1,144,67
42145,6,125,264
42155,1,122,370
42204,7,85,0
42225,1,103,241
42229,6,126,0
42245,6,126,187
42250,6,124,535
42262,1,87,107
42265,1,125,204
42274,1,37,144
42282,1,103,406
42290,1,179,421
42293,6,67,404
42300,7,203,0
42314,6,85,158
42317,6,125,0
42319,1,85,136
42323,7,126,0
42332,6,125,214
42340,1,26,233
42342,7,25,0
42358,1,103,392
42363,6,31,0
42412,1,44,203
42423,6,125,202
42425,7,126,0
42426,7,125,0
42449,7,87,0
42451,6,144,428
42452,1,179,518
42458,6,160,445
42481,6,103,208
42506,1,140,420
42537,1,52,113
42558,1,125,123
42565,6,103,120
42571,1,124,257
42574,6,104,298
42580,7,85,0
42584,6,105,222
42585,1,126,165
42590,7,125,0
42618,6,103,454
42628,6,104,0
42658,6,126,279
42670,1,20,210
42671,1,126,86
42683,1,144,190
42705,6,144,301
42708,7,83,0
42709,7,26,0
42712,1,104,301
42721,1,85,196
42732,7,27,0
42737,1,140,28
42754,7,124,0
42761,1,125,322
42770,6,179,315
42773,1,125,162
42784,1,140,429
42791,1,124,560
42792,1,125,140
42796,7,103,0
42812,99,103,0
42813,1,104,398
42820,99,19,0
42823,1,103,482
42837,6,104,234
42847,1,85,197
42849,7,125,0
42879,1,547,543
42880,6,547,422
42893,1,549,267
42894,1,549,196
42927,7,439,0
42928,7,439,0
42949,7,476,0
42950,1,476,229
42969,4,604,388
42970,1,604,229
42973,7,549,0
42974,4,549,582
42991,7,458,0
42992,4,458,547
43007,7,458,0
43008,7,458,0
43015,1,605,315
43016,99,605,0
43017,1,439,295
43018,7,439,0
43043,7,547,0
43044,4,547,379
43075,1,548,299
43076,7,548,0
43105,1,566,288
43106,99,566,0
43117,6,581,344
43118,6,581,499
43127,7,582,0
43128,7,582,0
43195,1,568,295
43196,1,568,450
43197,1,439,478
43198,99,439,0
43235,7,569,0
43236,1,569,5
43239,1,529,218
43240,1,529,180
43255,7,423,0
43256,1,423,257
43287,7,411,0
43288,7,411,0
43305,1,457,477
43306,1,457,196
43309,4,582,166
43310,1,582,450
43313,7,582,0
43314,1,582,583
43341,6,581,60
43342,1,581,90
43347,1,457,472
43348,99,457,0
43377,4,411,166
43378,4,411,166
43383,1,457,409
43384,7,457,0
43389,6,568,377
43390,6,568,0
43395,1,547,154
43396,7,547,0
43397,1,582,598
43398,1,582,137
43441,1,548,531
43442,6,548,0
43465,1,476,443
43466,1,476,436
43491,1,411,232
43492,1,411,400
43539,1,458,61
43540,1,458,292
43571,7,477,0
43572,4,477,404
43579,7,568,0
43580,7,568,0
43595,7,457,0
43596,1,457,415
43601,6,441,73
43602,1,441,417
43731,1,595,168
43732,4,595,388
43763,1,457,408
43764,1,457,495
43773,1,423,235
43774,7,423,0
43797,99,439,0
43798,1,439,344
43817,1,581,240
43818,4,581,354
43921,1,511,204
43922,1,511,388
43929,1,582,59
43930,1,582,205
43931,1,404,417
43932,7,404,0
43981,1,548,422
43982,6,548,290
43993,1,411,423
43994,99,411,0
44005,1,457,508
44006,1,457,498
44023,1,477,333
44024,7,477,0
44037,1,477,146
44038,1,477,137
44047,7,581,0
44048,6,581,0
44075,1,438,424
44076,1,438,61
44077,7,496,0
44078,1,496,421
44087,6,549,0
44088,1,549,150
44119,1,583,541
44120,7,583,0
44133,1,477,519
44134,6,477,600
44139,7,606,0
44140,7,606,0
44185,6,496,0
44186,6,496,0
44195,1,594,608
44196,6,594,107
44215,1,439,378
44216,1,439,549
44245,1,476,166
44246,7,476,0
44253,6,497,615
44254,6,497,0
44267,7,439,0
44268,1,439,165
44287,6,604,518
44288,6,604,263
44305,1,550,502
44306,1,550,479
44327,1,582,378
44328,7,582,0
44393,6,550,581
44394,6,550,339
44407,1,529,397
44408,7,529,0
44415,1,411,421
44416,1,411,257
44417,7,547,0
44418,99,547,0
44445,6,403,0
44446,6,403,554
44477,99,439,0
44478,1,439,380
44495,7,438,0
44496,7,438,0
44501,7,438,0
44502,7,438,0
44521,1,403,230
44522,6,403,174
44549,1,455,171
44550,1,455,166
44559,7,566,0
44560,6,566,578
44579,1,582,205
44580,1,582,600
44589,1,549,220
44590,1,549,302
44613,7,439,0
44614,1,439,408
44655,6,605,583
44656,6,605,0
44661,6,550,531
44662,6,550,399
44691,1,604,555
44692,1,604,41
44695,7,477,0
44696,7,477,0
44711,99,604,0
44712,1,604,185
44743,1,439,410
44744,1,439,400
44757,1,458,192
44758,1,458,437
44773,1,439,51
44774,99,439,0
44785,1,511,256
44786,7,511,0
44831,7,423,0
44832,7,423,0
44837,1,477,127
44838,1,477,530
44843,7,549,0
44844,1,549,278
44859,7,567,0
44860,1,567,547
44893,7,529,0
44894,7,529,0
44907,7,605,0
44908,6,605,550
44915,7,511,0
44916,1,511,188
44935,7,569,0
44936,7,569,0
44981,1,582,438
44982,1,582,229
45033,1,439,419
45034,7,439,0
45035,1,582,516
45036,1,582,398
45043,1,411,361
45044,7,411,0
45045,7,528,0
45046,7,528,0
45087,1,403,278
45088,7,403,0
45129,6,458,421
45130,6,458,499
45153,7,455,0
45154,1,455,253
45199,4,550,388
45200,7,550,0
45221,1,604,417
45222,1,604,196
45239,7,457,0
45240,7,457,0
45277,1,581,325
45278,1,581,298
45295,1,476,461
45296,1,476,366
45329,7,547,0
45330,6,547,105
45331,1,549,221
45332,1,549,383
45355,7,497,0
45356,4,497,367
45367,6,475,159
45368,6,475,151
45403,1,604,145
45404,1,604,430
45441,7,547,0
45442,7,547,0
45447,1,497,478
45448,6,497,456
45479,7,474,0
45480,4,474,497
45491,99,566,0
45492,1,566,322
45497,6,412,310
45498,1,412,509
45511,4,495,166
45512,7,495,0
45541,4,528,388
45542,1,528,345
45561,1,495,609
45562,7,495,0
45569,7,477,0
45570,1,477,322
45573,99,582,0
45574,4,582,198
45575,1,604,591
45576,1,604,458
45617,1,458,588
45618,1,458,364
45687,7,403,0
45688,7,403,0
45693,7,457,0
45694,1,457,78
45701,7,595,0
45702,7,595,0
45725,1,496,475
45726,1,496,389
45737,1,547,394
45738,7,547,0
45757,7,569,0
45758,7,569,0
45783,1,568,54
45784,1,568,531
45797,1,549,290
45798,7,549,0
45801,1,477,380
45802,1,477,441
45813,1,457,198
45814,6,457,406
45841,7,582,0
45842,7,582,0
45847,1,439,121
45848,1,439,35
45855,1,547,400
45856,7,547,0
45857,1,403,68
45858,1,403,257
45887,1,528,388
45888,1,528,296
45915,1,547,278
45916,6,547,480
45927,7,403,0
45928,6,403,158
45937,1,457,608
45938,7,457,0
45941,1,548,474
45942,1,548,302
45979,1,497,440
45980,6,497,163
45999,1,458,404
46000,1,458,457
46025,1,457,196
46026,7,457,0
46089,7,547,0
46090,99,547,0
46155,7,581,0
46156,6,581,270
46195,4,477,166
46196,7,477,0
46203,1,422,203
46204,1,422,395
46233,1,529,376
46234,1,529,53
46257,1,594,246
46258,99,594,0
46269,1,528,286
46270,6,528,583
46277,1,496,276
46278,1,496,266
46281,1,511,303
46282,7,511,0
46295,1,549,278
46296,1,549,335
46325,1,569,585
46326,1,569,582
46339,6,457,0
46340,6,457,272
46371,7,604,0
46372,1,604,193
46375,1,549,49
46376,1,549,609
46385,1,439,416
46386,1,439,416
46469,7,568,0
46470,7,568,0
46501,1,529,528
46502,7,529,0
46513,4,458,439
46514,7,458,0
46517,1,595,607
46518,1,595,257
46519,7,547,0
46520,6,547,0
46527,7,595,0
46528,6,595,0
46557,1,411,44
46558,7,411,0
46569,7,477,0
46570,6,477,0
46599,1,423,446
46600,99,423,0
46637,1,476,529
46638,1,476,256
46649,1,568,205
46650,1,568,406
46659,1,568,570
46660,1,568,606
46677,1,567,452
46678,1,567,394
46687,4,458,166
46688,1,458,166
46697,1,582,397
46698,6,582,0
46703,7,477,0
46704,6,477,0
46707,1,403,205
46708,1,403,146
46711,6,403,0
46712,6,403,152
46733,1,439,338
46734,1,439,408
46735,7,582,0
46736,7,582,0
46737,7,423,0
46738,1,423,227
46753,1,422,35
46754,6,422,0
46763,1,511,352
46764,7,511,0
46769,7,567,0
46770,4,567,547
46771,1,437,156
46772,7,437,0
46781,1,547,358
46782,7,547,0
46805,1,411,514
46806,1,411,590
46815,1,568,526
46816,1,568,483
46827,7,496,0
46828,1,496,396
46833,7,582,0
46834,1,582,477
46855,1,497,451
46856,4,497,490
46869,1,547,612
46870,1,547,511
46877,1,477,513
46878,99,477,0
46905,1,547,535
46906,4,547,166
46929,1,403,382
46930,1,403,396
46965,1,458,351
46966,7,458,0
46969,1,411,486
46970,6,411,0
46973,1,403,420
46974,1,403,319
46981,7,458,0
46982,7,458,0
46997,1,457,253
46998,99,457,0
47027,1,583,577
47028,7,583,0
47035,7,495,0
47036,1,495,418
47047,1,606,410
47048,7,606,0
47093,99,439,0
47094,7,439,0
47125,7,458,0
47126,1,458,67
47143,1,568,410
47144,1,568,424
47145,1,593,525
47146,1,593,484
47151,7,594,0
47152,1,594,196
47161,7,547,0
47162,99,547,0
47167,1,511,161
47168,7,511,0
47175,1,411,194
47176,1,411,242
47181,1,495,409
47182,7,495,0
47185,1,495,515
47186,7,495,0
47241,6,475,529
47242,6,475,0
47287,6,568,169
47288,6,568,0
47315,1,477,399
47316,1,477,79
47353,1,403,510
47354,7,403,0
47383,7,581,0
47384,6,581,67
47393,1,581,371
47394,1,581,555
47425,7,529,0
47426,4,529,166
47427,7,496,0
47428,1,496,204
47451,7,458,0
47452,6,458,0
47463,1,458,404
47464,1,458,121
47475,99,423,0
47476,1,423,387
47477,1,403,127
47478,7,403,0
47491,1,411,421
47492,1,411,218
47503,1,568,231
47504,1,568,231
47525,1,477,473
47526,1,477,100
47529,1,423,352
47530,1,423,411
47531,6,604,358
47532,6,604,456
47543,7,437,0
47544,7,437,0
47545,1,457,170
47546,1,457,245
47573,6,457,0
47574,6,457,14
47579,7,568,0
47580,4,568,458
47607,1,495,295
47608,1,495,480
47637,1,604,331
47638,6,604,0
47645,7,529,0
47646,1,529,301
47647,6,458,0
47648,6,458,111
47651,4,566,166
47652,1,566,122
47669,1,528,418
47670,6,528,512
47681,6,529,435
47682,6,529,0
47683,7,458,0
47684,1,458,93
47729,1,439,424
47730,1,439,609
47749,7,404,0
47750,4,404,497
47761,6,477,0
47762,6,477,410
47797,1,439,379
47798,1,439,440
47811,1,457,204
47812,7,457,0
47831,1,497,146
47832,1,497,138
47879,6,411,0
47880,6,411,483
47887,99,569,0
47888,6,569,0
47889,7,422,0
47890,1,422,278
47895,7,411,0
47896,1,411,161
47929,6,549,331
47930,6,549,0
47937,6,568,150
47938,6,568,247
47943,1,476,345
47944,7,476,0
47983,1,606,464
47984,1,606,463
47999,1,423,437
48000,1,423,171
48013,1,457,186
48014,1,457,342
48043,6,477,594
48044,6,477,404
48119,1,403,389
48120,1,403,301
48123,1,583,390
48124,7,583,0
48127,99,567,0
48128,1,567,493
48133,7,437,0
48134,7,437,0
48155,4,403,388
48156,1,403,352
48167,1,605,163
48168,4,605,388
48185,7,568,0
48186,7,568,0
48219,7,477,0
48220,1,477,405
48223,1,529,502
48224,1,529,272
48255,7,423,0
48256,1,423,147
48305,1,582,366
48306,6,582,0
48323,7,529,0
48324,7,529,0
48355,1,529,153
48356,4,529,354
48379,7,604,0
48380,6,604,0
48391,1,457,519
48392,4,457,166
48395,1,477,378
48396,1,477,148
48419,7,495,0
48420,7,495,0
48421,1,422,368
48422,7,422,0
48423,7,426,0
48424,1,426,91
48451,7,528,0
48452,7,528,0
48461,7,582,0
48462,7,582,0
48487,6,438,0
48488,6,438,0
48489,1,604,428
48490,1,604,230
48521,1,511,530
48522,7,511,0
48619,7,568,0
48620,7,568,0
48635,6,583,316
48636,6,583,208
48645,7,477,0
48646,1,477,399
48677,7,583,0
48678,7,583,0
48683,7,569,0
48684,1,569,513
48685,7,606,0
48686,1,606,205
48689,1,474,156
48690,7,474,0
48741,1,496,147
48742,6,496,473
48761,7,549,0
48762,1,549,277
48789,1,457,513
48790,7,457,0
48829,1,477,429
48830,1,477,325
48847,1,606,71
48848,6,606,515
48877,4,495,388
48878,1,495,262
48887,1,582,429
48888,6,582,431
48889,1,604,400
48890,1,604,296
48901,7,511,0
48902,7,511,0
48903,7,567,0
48904,1,567,169
48907,7,497,0
48908,1,497,358
48949,1,423,352
48950,1,423,380
48953,1,497,515
48954,7,497,0
48963,1,439,369
48964,7,439,0
48967,1,457,86
48968,7,457,0
48993,7,581,0
48994,1,581,570
48997,1,547,364
48998,6,547,146
48999,1,547,400
49000,1,547,143
49019,1,403,276
49020,7,403,0
49073,7,594,0
49074,1,594,214
49101,99,423,0
49102,1,423,196
49115,1,423,406
49116,1,423,212
49141,7,404,0
49142,1,404,195
49149,7,547,0
49150,1,547,319
49189,1,438,366
49190,7,438,0
49207,99,404,0
49208,1,404,408
49223,6,529,65
49224,6,529,0
49235,1,475,352
49236,4,475,166
49237,1,477,514
49238,1,477,2
49253,7,497,0
49254,1,497,103
49267,1,604,38
49268,7,604,0
49283,1,411,397
49284,1,411,565
49379,1,439,185
49380,1,439,47
49419,1,583,429
49420,7,583,0
49425,1,547,400
49426,1,547,412
49445,7,606,0
49446,7,606,0
49451,1,477,357
49452,6,477,518
49463,4,439,388
49464,1,439,427
49473,1,457,144
49474,1,457,605
49477,6,568,468
49478,7,568,0
49485,1,439,399
49486,99,439,0
49521,1,548,301
49522,6,548,0
49541,7,550,0
49542,4,550,389
49543,7,414,0
49544,1,414,161
49599,1,495,58
49600,7,495,0
49601,7,550,0
49602,1,550,358
49607,7,549,0
49608,7,549,0
49621,1,439,395
49622,1,439,479
49627,6,511,0
49628,6,511,257
49645,1,528,428
49646,4,528,388
49663,4,457,340
49664,7,457,0
49711,1,495,359
49712,1,495,340
49715,6,458,185
49716,6,458,550
49725,7,582,0
49726,6,582,566
49731,6,423,0
49732,1,423,184
49735,6,475,455
49736,6,475,539
49775,4,403,166
49776,7,403,0
49797,1,413,391
49798,7,413,0
49799,1,458,204
49800,1,458,406
49813,6,582,428
49814,6,582,205
49827,7,457,0
49828,4,457,582
49837,1,438,257
49838,1,438,146
49861,1,582,353
49862,1,582,393
49863,7,439,0
49864,1,439,210
49891,7,582,0
49892,1,582,9
49901,1,568,547
49902,1,568,196
49923,1,439,471
49924,1,439,309
49945,1,477,38
49946,1,477,131
49985,1,582,119
49986,7,582,0
49997,1,549,400
49998,4,549,414
50005,7,457,0
50006,1,457,204
50017,7,477,0
50018,1,477,419
50027,7,457,0
50028,1,457,337
50037,6,568,0
50038,6,568,0
50083,1,439,251
50084,4,439,121
50109,1,549,584
50110,1,549,613
50113,7,422,0
50114,1,422,227
50139,1,528,387
50140,4,528,166
50149,6,569,545
50150,7,569,0
50189,1,496,210
50190,6,496,339
50215,1,548,522
50216,7,548,0
50269,7,439,0
50270,1,439,340
50273,6,529,127
50274,6,529,0
50319,1,412,295
50320,7,412,0
50323,6,581,0
50324,6,581,163
50331,1,497,361
50332,7,497,0
50365,1,581,352
50366,7,581,0
50387,6,422,596
50388,6,422,388
50419,1,547,581
50420,1,547,221
50423,7,528,0
50424,1,528,566
50443,7,604,0
50444,6,604,578
50445,1,582,476
50446,7,582,0
50449,1,438,196
50450,7,438,0
50451,6,403,0
50452,6,403,419
50453,1,457,456
50454,1,457,555
50461,99,439,0
50462,4,439,166
50463,6,529,356
50464,6,529,0
50477,7,457,0
50478,1,457,230
50481,1,422,207
50482,7,422,0
50499,1,549,462
50500,1,549,239
50507,1,403,423
50508,7,403,0
50541,1,439,166
50542,7,439,0
50569,6,582,92
50570,6,582,128
50573,1,582,583
50574,1,582,613
50579,1,548,607
50580,6,548,585
50617,99,568,0
50618,6,568,0
50645,1,477,220
50646,1,477,233
50649,7,550,0
50650,7,550,0
50655,7,458,0
50656,7,458,0
50659,1,439,402
50660,4,439,166
50661,1,458,497
50662,7,458,0
50677,6,497,0
50678,6,497,0
50703,1,458,440
50704,6,458,0
50735,6,550,407
50736,6,550,179
50749,7,549,0
50750,4,549,528
50787,7,568,0
50788,4,568,478
50845,1,594,28
50846,4,594,294
50869,7,568,0
50870,1,568,390
50921,1,568,371
50922,7,568,0
50925,7,593,0
50926,7,593,0
50983,7,547,0
50984,7,547,0
50985,4,568,388
50986,1,568,162
51015,7,550,0
51016,4,550,166
51053,7,582,0
51054,1,582,79
51083,6,595,538
51084,6,595,351
51087,6,511,277
51088,7,511,0
51089,1,583,531
51090,99,583,0
51101,6,411,328
51102,6,411,206
51133,1,439,144
51134,1,439,333
51161,1,477,37
51162,1,477,373
51167,6,404,0
51168,6,404,378
51177,6,403,0
51178,1,403,101
51189,6,495,499
51190,1,495,147
51213,4,476,583
51214,1,476,319
51275,1,548,413
51276,7,548,0
51283,7,458,0
51284,6,458,569
51295,1,439,410
51296,1,439,422
51309,1,548,196
51310,1,548,550
51317,6,581,0
51318,6,581,154
51391,1,411,377
51392,7,411,0
51393,1,548,372
51394,1,548,263
51409,7,595,0
51410,6,595,0
51417,7,547,0
51418,1,547,414
51499,7,497,0
51500,6,497,353
51511,7,403,0
51512,1,403,359
51515,1,458,383
51516,1,458,495
51523,1,604,603
51524,7,604,0
51527,99,477,0
51528,7,477,0
51591,6,529,0
51592,6,529,402
51605,1,411,364
51606,7,411,0
51607,1,595,303
51608,6,595,302
51657,1,583,280
51658,1,583,609
51661,7,548,0
51662,1,548,424
51665,1,568,11
51666,1,568,401
51687,99,474,0
51688,1,474,196
51727,1,410,247
51728,1,410,408
51751,1,457,247
51752,7,457,0
51755,1,550,608
51756,1,550,531
51757,1,497,278
51758,4,497,268
51795,1,511,351
51796,6,511,0
51797,99,495,0
51798,1,495,300
51815,6,457,0
51816,6,457,390
51819,4,547,388
51820,7,547,0
51867,1,439,392
51868,1,439,463
51909,7,529,0
51910,4,529,414
51973,1,547,437
51974,1,547,459
51989,1,547,528
51990,1,547,274
51997,1,569,583
51998,7,569,0
52019,1,497,355
52020,4,497,439
52025,6,566,2
52026,6,566,292
52033,7,423,0
52034,4,423,389
52039,1,567,126
52040,6,567,472
52041,7,550,0
52042,7,550,0
52043,7,495,0
52044,6,495,380
52059,1,529,343
52060,4,529,223
52093,1,403,345
52094,7,403,0
52099,7,501,0
52100,1,501,243
52115,1,439,183
52116,7,439,0
52149,6,457,147
52150,6,457,563
52177,1,497,503
52178,1,497,346
52179,1,476,105
52180,6,476,301
52185,1,423,542
52186,1,423,355
52199,7,439,0
52200,1,439,445
52259,1,477,576
52260,4,477,414
52275,6,568,217
52276,6,568,548
52311,1,438,301
52312,7,438,0
52345,7,495,0
52346,4,495,166
52377,1,548,166
52378,1,548,339
52391,7,477,0
52392,1,477,615
52401,7,497,0
52402,4,497,198
52403,99,581,0
52404,7,581,0
52521,1,568,604
52522,6,568,0
52523,7,458,0
52524,1,458,147
52531,7,547,0
52532,1,547,65
52547,4,528,388
52548,4,528,166
52549,1,606,583
52550,7,606,0
52589,7,423,0
52590,1,423,278
52591,1,476,159
52592,6,476,458
52603,1,550,496
52604,7,550,0
52613,7,477,0
52614,1,477,354
52625,1,529,605
52626,1,529,418
52637,7,477,0
52638,1,477,320
52715,6,423,0
52716,6,423,66
52751,1,439,138
52752,4,439,404
52783,1,528,196
52784,7,528,0
52789,7,411,0
52790,1,411,230
52799,7,582,0
52800,7,582,0
52815,1,547,143
52816,1,547,278
52843,1,529,181
52844,1,529,186
52871,6,595,335
52872,1,595,390
52915,1,547,42
52916,1,547,428
52925,1,569,96
52926,7,569,0
53011,1,439,292
53012,4,439,166
53013,1,477,101
53014,1,477,289
53025,1,604,299
53026,1,604,430
53027,1,568,187
53028,1,568,377
53049,6,582,0
53050,6,582,374
53091,7,458,0
53092,4,458,478
53135,7,475,0
53136,1,475,117
53145,4,458,166
53146,1,458,101
53155,1,457,301
53156,7,457,0
53165,1,457,408
53166,7,457,0
53177,1,496,451
53178,7,496,0
53179,1,606,186
53180,1,606,604
53181,7,457,0
53182,7,457,0
53189,1,403,501
53190,7,403,0
53199,1,477,530
53200,1,477,283
53201,1,497,579
53202,1,497,166
53227,1,568,531
53228,1,568,60
53229,1,529,67
53230,7,529,0
53235,1,477,257
53236,7,477,0
53243,1,548,379
53244,1,548,302
53271,7,547,0
53272,1,547,549
53323,1,457,145
53324,4,457,497
53335,7,604,0
53336,1,604,552
53337,7,567,0
53338,1,567,426
53359,7,477,0
53360,6,477,0
53363,1,422,440
53364,4,422,582
53375,1,582,536
53376,4,582,404
53379,1,547,567
53380,1,547,555
53401,1,437,135
53402,6,437,320
53421,7,438,0
53422,1,438,209
53423,1,569,419
53424,1,569,357
53427,1,606,263
53428,6,606,204
53437,6,567,73
53438,6,567,350
53439,1,439,400
53440,4,439,388
53447,7,438,0
53448,1,438,530
53479,1,403,409
53480,1,403,229
53481,7,594,0
53482,99,594,0
53527,1,528,366
53528,7,528,0
53547,1,568,40
53548,6,568,578
53551,6,458,416
53552,6,458,0
53553,1,457,518
53554,1,457,353
53563,7,583,0
53564,7,583,0
53565,7,411,0
53566,4,411,413
53575,1,568,516
53576,7,568,0
53581,1,474,162
53582,1,474,374
53589,1,528,537
53590,4,528,497
53601,6,403,280
53602,1,403,166
53611,1,606,336
53612,1,606,182
53683,99,548,0
53684,7,548,0
53717,1,476,94
53718,4,476,166
53735,7,458,0
53736,1,458,374
53745,1,457,261
53746,1,457,598
53765,1,547,339
53766,7,547,0
53781,7,511,0
53782,7,511,0
53785,1,605,296
53786,1,605,579
53839,6,606,0
53840,6,606,421
53847,6,567,248
53848,6,567,0
53861,7,439,0
53862,4,439,414
53875,7,439,0
53876,1,439,548
53883,1,439,323
53884,1,439,286
53891,1,606,584
53892,7,606,0
53897,1,606,609
53898,1,606,169
53911,1,438,532
53912,1,438,82
53915,4,549,414
53916,1,549,345
53969,6,581,0
53970,7,581,0
53995,7,550,0
53996,1,550,165
54009,1,547,490
54010,1,547,583
54033,1,411,143
54034,1,411,38
54053,1,606,296
54054,1,606,514
54071,7,548,0
54072,1,548,30
54077,7,548,0
54078,7,548,0
54081,6,423,0
54082,6,423,296
54099,7,439,0
54100,7,439,0
54117,7,457,0
54118,1,457,296
54123,1,403,410
54124,6,403,278
54135,7,581,0
54136,99,581,0
54167,1,422,289
54168,1,422,229
54181,6,404,251
54182,6,404,204
54201,6,405,533
54202,6,405,320
54211,7,496,0
54212,6,496,0
54237,1,547,530
54238,99,547,0
54253,6,594,229
54254,6,594,0
54303,6,457,0
54304,6,457,144
54309,99,443,0
54310,99,443,0
54319,4,582,582
54320,1,582,195
54341,6,549,160
54342,7,549,0
54359,1,458,387
54360,99,458,0
54363,1,528,398
54364,1,528,359
54389,1,582,499
54390,1,582,488
54441,1,582,455
54442,7,582,0
54445,1,604,445
54446,1,604,179
54453,1,477,147
54454,4,477,439
54475,4,568,388
54476,7,568,0
54513,1,476,401
54514,4,476,397
54531,1,529,439
54532,1,529,547
54637,7,477,0
54638,6,477,0
54643,1,403,413
54644,4,403,476
54651,7,582,0
54652,1,582,189
54709,6,549,396
54710,6,549,217
54753,6,607,0
54754,6,607,0
54769,1,474,424
54770,6,474,0
54795,1,476,392
54796,7,476,0
54821,7,495,0
54822,1,495,371
54823,1,604,496
54824,6,604,401
54829,7,496,0
54830,4,496,390
54865,7,439,0
54866,7,439,0
54893,1,439,253
54894,1,439,440
54971,1,566,234
54972,6,566,551
54985,7,457,0
54986,7,457,0
54989,7,458,0
54990,4,458,166
55019,7,477,0
55020,4,477,166
55025,1,568,252
55026,7,568,0
55049,7,474,0
55050,1,474,407
55105,7,606,0
55106,6,606,605
55125,1,569,600
55126,1,569,412
55133,7,439,0
55134,6,439,205
55137,1,439,91
55138,1,439,397
55145,7,438,0
55146,1,438,442
55153,6,550,0
55154,6,550,417
55165,6,496,141
55166,6,496,0
55191,7,595,0
55192,7,595,0
55199,1,474,533
55200,6,474,0
55217,6,457,537
55218,1,457,330
55245,7,457,0
